Program	Witness Set
->-[<-o-]	(('', '0'), ('0', '11'), ('00', ''))
>+[>+o<<]	(('', '0'), ('0', '01'), ('01', ''))
>+[<+o-]	(('', '0'), ('0', '10'), ('01', ''))
->+[<-o-]	(('', '0'), ('0', '11'), ('01', ''))
>-[-o<o<]	(('', '0'), ('1', '01'), ('10', ''))
>-[<+]>[o-]	(('', '0'), ('1', '10'), ('10', ''))
+[o<]>-oo	(('', '0'), ('1', '11'), ('10', ''))
>+[>+o>]	(('', '0'), ('10', '0'), ('11', ''))
>+o<[>o]	(('', '0'), ('1', '00'), ('11', ''))
>+o<[+o]	(('', '0'), ('0', '01'), ('11', ''))
>+[<]>o>o	(('', '0'), ('1', '10'), ('11', ''))
>+[<[o<]]>o	(('', '0'), ('1', '11'), ('11', ''))
>-[<[o<]]>o	(('', '1'), ('0', '00'), ('00', ''))
>-[<]>o>o	(('', '1'), ('0', '01'), ('00', ''))
>-o<[>o]	(('', '1'), ('0', '11'), ('00', ''))
>-[<-]<o	(('', '1'), ('00', '0'), ('01', ''))
+[>]<+o	(('', '1'), ('00', '1'), ('01', ''))
-[o<]>+oo	(('', '1'), ('0', '00'), ('01', ''))
>+[<-]>[o+]	(('', '1'), ('0', '01'), ('01', ''))
>+[+o<o<]	(('', '1'), ('0', '10'), ('01', ''))
>[<+]>-o	(('', '1'), ('00', '0'), ('10', ''))
+>-[<+o+]	(('', '1'), ('1', '00'), ('10', ''))
>-[<-o+]	(('', '1'), ('1', '01'), ('10', ''))
>-[>-o<<]	(('', '1'), ('1', '10'), ('10', ''))
>-[<+]+<o	(('', '1'), ('00', '0'), ('11', ''))
->+[<o]	(('', '1'), ('10', '0'), ('11', ''))
[>+o+>]<-o	(('', '1'), ('0', '00'), ('11', ''))
+>+[<+o+]	(('', '1'), ('1', '00'), ('11', ''))
[>+o<<+]-o	(('', '1'), ('0', '01'), ('11', ''))
>+[<-o+]	(('', '1'), ('1', '01'), ('11', ''))
>+[>-o<+<]	(('', '1'), ('1', '10'), ('11', ''))
-[-oooo]	(('', '0000'), ('0', ''), ('1', ''))
-[-oo[o+]]	(('', '0001'), ('0', ''), ('1', ''))
-[-[o<+o+]]	(('', '0010'), ('0', ''), ('1', ''))
-[-[oo+]]	(('', '0011'), ('0', ''), ('1', ''))
-[-o[<-]o]	(('', '0100'), ('0', ''), ('1', ''))
+[+[-o+o<-]]	(('', '0101'), ('0', ''), ('1', ''))
-[-[o<-o]]	(('', '0110'), ('0', ''), ('1', ''))
-[-[o+oo]]	(('', '0111'), ('0', ''), ('1', ''))
+[+[o-oo]]	(('', '1000'), ('0', ''), ('1', ''))
+[+[o<+o]]	(('', '1001'), ('0', ''), ('1', ''))
+[+o[-o>]+<]	(('', '1010'), ('0', ''), ('1', ''))
+[+o[<+]o]	(('', '1011'), ('0', ''), ('1', ''))
+[+[oo-]]	(('', '1100'), ('0', ''), ('1', ''))
+[+[o<-o-]]	(('', '1101'), ('0', ''), ('1', ''))
+[+oo[o-]]	(('', '1110'), ('0', ''), ('1', ''))
+[+oooo]	(('', '1111'), ('0', ''), ('1', ''))
>[<o<]<+o	(('', '0'), ('01', '00'), ('1', ''))
>[o>]<+o	(('', '0'), ('00', '01'), ('1', ''))
+[<+o>-]	(('', '0'), ('01', '01'), ('1', ''))
[>o+>]<-o	(('', '1'), ('00', '00'), ('1', ''))
+[>-o<<+]	(('', '1'), ('01', '00'), ('1', ''))
+[+[<]>o]	(('', '1'), ('00', '01'), ('1', ''))
+[<-o>>]	(('', '1'), ('00', '10'), ('1', ''))
+[>>-o+<]	(('', '1'), ('00', '11'), ('1', ''))
o>-[+o]	(('00', '0'), ('01', '01'))
>o[<-]o	(('00', '0'), ('10', '01'))
-[o>]>o	(('00', '0'), ('11', '01'))
>o-o	(('00', '0'), ('01', '10'))
>o-[+o]	(('00', '0'), ('01', '11'))
o-[>o]	(('00', '0'), ('11', '11'))
>>-[-o<-]	(('', '0000'), ('00', '0'))
>-[-o<-]+o	(('', '0001'), ('00', '0'))
>-[<+o]+o>o	(('', '0010'), ('00', '0'))
>-[>]+[o<-]	(('', '0011'), ('00', '0'))
->>+[o<-]	(('', '0101'), ('00', '0'))
<+o>-o[o<]	(('', '0110'), ('00', '0'))
>-[o<+]<o	(('', '1000'), ('00', '0'))
>-[o<+]+o	(('', '1001'), ('00', '0'))
-[o<+]>o<o	(('', '1010'), ('00', '0'))
-[oo-]>o	(('', '1100'), ('00', '0'))
+>-[o<+]+o	(('', '1101'), ('00', '0'))
>-[o<-]<o	(('', '1111'), ('00', '0'))
>[<o>+]	(('00', '00'), ('01', '0'))
>+[o>]+o	(('00', '10'), ('01', '0'))
>>+[o<+]	(('', '0000'), ('01', '0'))
>+[o<+]+o	(('', '0001'), ('01', '0'))
>+[oo+]<o	(('', '0011'), ('01', '0'))
<+o>-o>+oo	(('', '0100'), ('01', '0'))
+>+[o<+]+o	(('', '0101'), ('01', '0'))
>+[o<-]-<o	(('', '0110'), ('01', '0'))
<+o>-ooo	(('', '0111'), ('01', '0'))
>-o-ooo	(('', '1000'), ('01', '0'))
>-o-oo<-o	(('', '1001'), ('01', '0'))
->-[o-o<]	(('', '1010'), ('01', '0'))
>-o-o<-oo	(('', '1011'), ('01', '0'))
[>o<+]	(('00', '00'), ('10', '0'))
>[>+o<-]	(('10', '0'), ('11', '01'))
+[o>]>o	(('00', '10'), ('10', '0'))
>o-[<o]	(('10', '0'), ('11', '11'))
<+o>+ooo	(('', '0000'), ('10', '0'))
+[o<+o]+o	(('', '0001'), ('10', '0'))
+[o<+o+]>o	(('', '0010'), ('10', '0'))
+[oo+]>o	(('', '0011'), ('10', '0'))
+[o<-o]>o	(('', '0110'), ('10', '0'))
-o-oo>-o	(('', '1001'), ('10', '0'))
-o-o>-oo	(('', '1011'), ('10', '0'))
-o>-o<-oo	(('', '1100'), ('10', '0'))
-o>-[o<-]	(('', '1101'), ('10', '0'))
-o>-oo<-o	(('', '1110'), ('10', '0'))
-o>-ooo	(('', '1111'), ('10', '0'))
>[-o<+]	(('01', '00'), ('11', '0'))
>+<[-o>]	(('10', '00'), ('11', '0'))
+[o<]+o	(('00', '10'), ('11', '0'))
>+[o<]>+o	(('10', '11'), ('11', '0'))
>->+[o<-]	(('', '0011'), ('11', '0'))
+[o+]+o>+o	(('', '0100'), ('11', '0'))
>+[o<-]<-o	(('', '0110'), ('11', '0'))
>+[o-<-]+o	(('', '0111'), ('11', '0'))
>-[<-o-]oo	(('', '1100'), ('11', '0'))
>-[o<]>-o	(('00', '1'), ('01', '00'))
-[o>]<-o	(('00', '1'), ('10', '00'))
>-[o>]-o	(('00', '1'), ('01', '01'))
-[o<]-o	(('00', '1'), ('10', '01'))
>-<[+o>]	(('00', '1'), ('01', '11'))
>[+o<-]	(('00', '1'), ('10', '11'))
+[>]-o>o	(('00', '1'), ('11', '11'))
>>+[<+o+]o	(('', '0001'), ('00', '1'))
>-[o+<+]-o	(('', '1000'), ('00', '1'))
>-[o<+]<+o	(('', '1001'), ('00', '1'))
->-[o<-]-o	(('', '1010'), ('00', '1'))
-[o-]-o>-o	(('', '1011'), ('00', '1'))
>+>-[o<+]	(('', '1100'), ('00', '1'))
>-[o<-]-o	(('', '1110'), ('00', '1'))
>>-[o<-]	(('', '1111'), ('00', '1'))
>o+[<o]	(('00', '00'), ('01', '1'))
>o+o	(('00', '01'), ('01', '1'))
>[>-o<+]	(('00', '10'), ('01', '1'))
[>o<-]	(('01', '1'), ('11', '11'))
+o>+oo<+o	(('', '0001'), ('01', '1'))
+o>+[o<+]	(('', '0010'), ('01', '1'))
+o>+o<+oo	(('', '0011'), ('01', '1'))
+o+o>+oo	(('', '0100'), ('01', '1'))
+o+oo>+o	(('', '0110'), ('01', '1'))
-[o<+o]>o	(('', '1001'), ('01', '1'))
+>>-[o<+]	(('', '1010'), ('01', '1'))
-[o<-o-]>o	(('', '1101'), ('01', '1'))
-[o<-o]-o	(('', '1110'), ('01', '1'))
<-o>-ooo	(('', '1111'), ('01', '1'))
o+[>o]	(('00', '00'), ('10', '1'))
>[<o>-]	(('10', '1'), ('11', '11'))
+>+[o<o>+]	(('', '0010'), ('10', '1'))
->+[o<-]o	(('', '0011'), ('10', '1'))
>+o+o<+oo	(('', '0100'), ('10', '1'))
+>+[o+o<]	(('', '0101'), ('10', '1'))
>+o+oo<+o	(('', '0110'), ('10', '1'))
>+o+ooo	(('', '0111'), ('10', '1'))
<-o>+ooo	(('', '1000'), ('10', '1'))
>-[o<+]+<o	(('', '1001'), ('10', '1'))
<-o>+o>-oo	(('', '1011'), ('10', '1'))
>o+[-o]	(('10', '00'), ('11', '1'))
>o[<+]o	(('01', '10'), ('11', '1'))
o>+[-o]	(('10', '10'), ('11', '1'))
>+[o<+]<o	(('', '0000'), ('11', '1'))
+[o<-]>o<o	(('', '0101'), ('11', '1'))
>+[o<-]-o	(('', '0110'), ('11', '1'))
>+[o<-]<o	(('', '0111'), ('11', '1'))
<-o>+o[o<]	(('', '1001'), ('11', '1'))
>+[>]-[o<+]	(('', '1100'), ('11', '1'))
>+[<-o]-o>o	(('', '1101'), ('11', '1'))
>+[+o<+]-o	(('', '1110'), ('11', '1'))
>>+[+o<+]	(('', '1111'), ('11', '1'))
o[>]<o	(('0', '00'), ('01', '01'))
>[o<]<oo	(('0', '00'), ('01', '10'))
o<+o	(('0', '00'), ('10', '10'))
[>]<oo	(('0', '00'), ('01', '11'))
>+oo<-oo	(('', '0011'), ('0', '00'))
>+o<-[o>]+o	(('', '0100'), ('0', '00'))
+>+[o<+]>o	(('', '0101'), ('0', '00'))
>+[o+<-]+o	(('', '0110'), ('0', '00'))
-[o-]+oo	(('', '1000'), ('0', '00'))
-[o>]+oo<o	(('', '1001'), ('0', '00'))
-[o>]+[o<]+o	(('', '1010'), ('0', '00'))
-[o<+]+oo	(('', '1011'), ('0', '00'))
-[oo>]+oo	(('', '1100'), ('0', '00'))
-[oo<]+o<>o	(('', '1101'), ('0', '00'))
-[<-o-]+oo-o	(('', '1110'), ('0', '00'))
-[o-<-]+oo	(('', '1111'), ('0', '00'))
-o[>]<o	(('1', '00'), ('11', '01'))
>[o-]<-oo	(('01', '10'), ('1', '00'))
->[o<]<oo	(('1', '00'), ('11', '10'))
-[>]<oo	(('1', '00'), ('11', '11'))
->+[o<-]>o	(('', '0010'), ('1', '00'))
+[o<+]+oo	(('', '0011'), ('1', '00'))
+[o+]+oo	(('', '0100'), ('1', '00'))
>+o<-o-[o+]	(('', '0101'), ('1', '00'))
+[o<-]>+oo	(('', '0111'), ('1', '00'))
-o>+o<-oo	(('', '1000'), ('1', '00'))
-o>+[o<-]	(('', '1001'), ('1', '00'))
-o-[o+]+o	(('', '1010'), ('1', '00'))
+[<-o-o]+oo	(('', '1011'), ('1', '00'))
-oo-[o+]	(('', '1101'), ('1', '00'))
-o[o-[<-]]	(('', '1110'), ('1', '00'))
>+[<-oo-]	(('', '1111'), ('1', '00'))
o+[>]<o	(('0', '01'), ('00', '00'))
+[<]+o>o	(('0', '01'), ('10', '00'))
>+o+[>]<o	(('0', '01'), ('00', '10'))
>[<]-<o>o	(('0', '01'), ('01', '10'))
[o+]>o	(('0', '01'), ('10', '10'))
[>]<o>-o	(('0', '01'), ('01', '11'))
o<-o	(('0', '01'), ('10', '11'))
[o<-]+oooo	(('', '0000'), ('0', '01'))
>+o<+o+[o>]	(('', '0010'), ('0', '01'))
>+o<+o+oo	(('', '0011'), ('0', '01'))
+>+[o+<+]-o	(('', '0100'), ('0', '01'))
->-[-o+o<]	(('', '0101'), ('0', '01'))
[o<]-o<+ooo	(('', '1000'), ('0', '01'))
-[o-]+o+o	(('', '1001'), ('0', '01'))
-[o<+]+o>-o	(('', '1010'), ('0', '01'))
-[o>]+o+o<o	(('', '1011'), ('0', '01'))
-[oo>]+o<-o	(('', '1100'), ('0', '01'))
-[oo>]+o+o	(('', '1101'), ('0', '01'))
-[o-<-]+o<-o	(('', '1110'), ('0', '01'))
[o>]-o<-ooo	(('', '1111'), ('0', '01'))
[>]+o<o	(('1', '01'), ('10', '00'))
[>[o<]+<]	(('01', '10'), ('1', '01'))
>+o-[>]<o	(('1', '01'), ('10', '10'))
>+[<]+<o>o	(('1', '01'), ('11', '10'))
-[o+]>oo	(('01', '11'), ('1', '01'))
>+[o<]<oo	(('1', '01'), ('11', '11'))
>+[o+<+]-o	(('', '0000'), ('1', '01'))
>+[o<+]>+o	(('', '0001'), ('1', '01'))
->+[o<-]-o	(('', '0010'), ('1', '01'))
>+o<+[o+]-o	(('', '0011'), ('1', '01'))
>+o[<>+o<+]o	(('', '0110'), ('1', '01'))
>+o[+o<+]	(('', '0111'), ('1', '01'))
-o-[o<+o]-o	(('', '1000'), ('1', '01'))
-o-[oo>]-o	(('', '1001'), ('1', '01'))
-o-[o<-]-o	(('', '1010'), ('1', '01'))
-o-[o+]-o	(('', '1011'), ('1', '01'))
>-[<-o>o<-]	(('', '1110'), ('1', '01'))
-o>-o[<-]oo	(('', '1111'), ('1', '01'))
>-[o<]<oo	(('0', '10'), ('00', '00'))
+[o-]>oo	(('0', '10'), ('10', '00'))
>-[<]-<o>o	(('0', '10'), ('00', '01'))
>-o+[>]<o	(('0', '10'), ('01', '01'))
[>[o<]-<]	(('0', '10'), ('10', '01'))
[>]-o<o	(('0', '10'), ('01', '11'))
+o>+o[<+]oo	(('', '0000'), ('0', '10'))
>+[<+o>o<+]	(('', '0001'), ('0', '10'))
+o+[o-]+o	(('', '0100'), ('0', '10'))
+o+[o<+]+o	(('', '0101'), ('0', '10'))
+o+[oo>]+o	(('', '0110'), ('0', '10'))
+o+[o<-o]+o	(('', '0111'), ('0', '10'))
>-o[-o<-]	(('', '1000'), ('0', '10'))
>-o[<>-o<-]o	(('', '1001'), ('0', '10'))
>-o<-[o-]+o	(('', '1100'), ('0', '10'))
>-[o<-]>-o	(('', '1110'), ('0', '10'))
>-[o-<-]+o	(('', '1111'), ('0', '10'))
[>]<o>+o	(('1', '10'), ('10', '00'))
[o-]>o	(('01', '01'), ('1', '10'))
>[<]+<o>o	(('1', '10'), ('10', '01'))
>-o-[>]<o	(('1', '10'), ('11', '01'))
-[<]-o>o	(('01', '11'), ('1', '10'))
o-[>]<o	(('1', '10'), ('11', '11'))
[o>]+o<+ooo	(('', '0000'), ('1', '10'))
+[o+<+]-o<+o	(('', '0001'), ('1', '10'))
+[oo>]-o-o	(('', '0010'), ('1', '10'))
+[oo>]-o<+o	(('', '0011'), ('1', '10'))
+[o>]-o-o<o	(('', '0100'), ('1', '10'))
+[o<-]-o>+o	(('', '0101'), ('1', '10'))
+[o+]-o-o	(('', '0110'), ('1', '10'))
[o<]+o<-ooo	(('', '0111'), ('1', '10'))
+>+[+o-o<]	(('', '1010'), ('1', '10'))
->-[o-<-]+o	(('', '1011'), ('1', '10'))
>-o<-o-oo	(('', '1100'), ('1', '10'))
>-o<-o-[o>]	(('', '1101'), ('1', '10'))
[o<+]-oooo	(('', '1111'), ('1', '10'))
+[>]<oo	(('0', '11'), ('00', '00'))
+>[o<]<oo	(('0', '11'), ('00', '01'))
>[o+]<+oo	(('0', '11'), ('10', '01'))
+o[>]<o	(('0', '11'), ('00', '10'))
>+[<+oo+]	(('', '0000'), ('0', '11'))
+o[o+[<+]]	(('', '0001'), ('0', '11'))
+oo+[o-]	(('', '0010'), ('0', '11'))
+o>-o[<+]oo	(('', '0100'), ('0', '11'))
+o+[o-]-o	(('', '0101'), ('0', '11'))
+o>-[o<+]	(('', '0110'), ('0', '11'))
+o>-o<+oo	(('', '0111'), ('0', '11'))
-[o<+]>-oo	(('', '1000'), ('0', '11'))
>-o<+o+[o-]	(('', '1010'), ('0', '11'))
-[o-]-oo	(('', '1011'), ('0', '11'))
+>-[o<+]>o	(('', '1101'), ('0', '11'))
+[o+<+]-oo	(('', '0000'), ('1', '11'))
+[<+o+]-oo+o	(('', '0001'), ('1', '11'))
+[oo<]-o<>o	(('', '0010'), ('1', '11'))
+[oo>]-oo	(('', '0011'), ('1', '11'))
+[o<-]-oo	(('', '0100'), ('1', '11'))
+[o>]-[o<]-o	(('', '0101'), ('1', '11'))
+[o>]-oo<o	(('', '0110'), ('1', '11'))
+[o+]-oo	(('', '0111'), ('1', '11'))
>-[o-<+]-o	(('', '1001'), ('1', '11'))
->-[o<-]>o	(('', '1010'), ('1', '11'))
>-o<+[o>]-o	(('', '1011'), ('1', '11'))
>-oo<+oo	(('', '1100'), ('1', '11'))
>>+oo<+o	(('', '000'), ('01', '00'))
<+oo>+o	(('', '000'), ('10', '00'))
<+o>+o>+o	(('', '000'), ('01', '01'))
+>+>+[o<]	(('', '000'), ('10', '01'))
+[o<]+o>o	(('', '000'), ('11', '01'))
>+[o<[<]+]	(('', '000'), ('00', '10'))
+o>>+o<+o	(('', '000'), ('01', '10'))
+>+[o<]+o	(('', '000'), ('10', '10'))
[o-]>+ooo	(('', '000'), ('11', '10'))
+[o<]>oo	(('', '000'), ('11', '11'))
<+oo>-o	(('', '001'), ('00', '00'))
<+o>+o+o	(('', '001'), ('00', '01'))
>>+o<+o+o	(('', '001'), ('10', '01'))
>-[[<]+o]	(('', '001'), ('11', '01'))
+o<+o>+o	(('', '001'), ('00', '10'))
>+o>+o<+o	(('', '001'), ('10', '10'))
+[<+o]>o<+o	(('', '001'), ('11', '10'))
>+oo+o	(('', '001'), ('10', '11'))
+[<]>oo+o	(('', '001'), ('11', '11'))
-<+[o>]+o	(('', '010'), ('00', '00'))
>>+o<-o-o	(('', '010'), ('01', '00'))
<+o>-o-o	(('', '010'), ('10', '00'))
+[>]+[o<+]	(('', '010'), ('00', '01'))
>>+o+o<+o	(('', '010'), ('01', '01'))
<+o+o>+o	(('', '010'), ('10', '01'))
+o>-o-o	(('', '010'), ('01', '10'))
+[o+]>+o	(('', '010'), ('00', '11'))
+o>>-o<+o	(('', '010'), ('01', '11'))
>+o>-o<<+o	(('', '010'), ('10', '11'))
+[o<]-o>o	(('', '010'), ('11', '11'))
-<+[o>]<o	(('', '011'), ('00', '00'))
->->+[o<]	(('', '011'), ('01', '00'))
<+o>-o>-o	(('', '011'), ('10', '00'))
+[<+o]+oo	(('', '011'), ('11', '00'))
<+o+o>-o	(('', '011'), ('00', '01'))
>>+o+o<-o	(('', '011'), ('10', '01'))
+<+o[+o>]	(('', '011'), ('11', '01'))
+o>-o<+o	(('', '011'), ('01', '10'))
>+o<-o>+o	(('', '011'), ('10', '10'))
+[o>]-o>-o	(('', '011'), ('11', '10'))
>+[o+]-o	(('', '011'), ('10', '11'))
>-[o-]+o	(('', '100'), ('01', '00'))
-[o>]+o>+o	(('', '100'), ('00', '01'))
>-o<+o>-o	(('', '100'), ('01', '01'))
-o>+o<-o	(('', '100'), ('10', '01'))
-<-o[-o>]	(('', '100'), ('00', '10'))
>>-o-o<+o	(('', '100'), ('01', '10'))
<-o-o>+o	(('', '100'), ('10', '10'))
-[<-o]-oo	(('', '100'), ('00', '11'))
<-o>+o>+o	(('', '100'), ('01', '11'))
+>+>-[o<]	(('', '100'), ('10', '11'))
+<-[o>]<o	(('', '100'), ('11', '11'))
-[o<]+o>o	(('', '101'), ('00', '00'))
>-o>+o<<-o	(('', '101'), ('01', '00'))
-o>>+o<-o	(('', '101'), ('10', '00'))
-[o-]>-o	(('', '101'), ('11', '00'))
-o>+o+o	(('', '101'), ('10', '01'))
<-o-o>-o	(('', '101'), ('00', '10'))
>>-o-o<-o	(('', '101'), ('10', '10'))
+<-[o>]>-o	(('', '101'), ('11', '10'))
<-o>+o+o	(('', '101'), ('00', '11'))
>>-o<+o+o	(('', '101'), ('10', '11'))
+<-[o>]-o	(('', '101'), ('11', '11'))
-[<]>oo-o	(('', '110'), ('00', '00'))
>-oo-o	(('', '110'), ('01', '00'))
-[<-o]>o<-o	(('', '110'), ('00', '01'))
>-o>-o<-o	(('', '110'), ('01', '01'))
-o<-o>-o	(('', '110'), ('10', '01'))
>>-o<-o-o	(('', '110'), ('01', '10'))
<-o>-o-o	(('', '110'), ('10', '10'))
<-oo>+o	(('', '110'), ('10', '11'))
-[o<]>oo	(('', '111'), ('00', '00'))
[o+]>-ooo	(('', '111'), ('00', '01'))
->-[o<]-o	(('', '111'), ('01', '01'))
-o>>-o<-o	(('', '111'), ('10', '01'))
>-[o<[<]-]	(('', '111'), ('11', '01'))
-[o<]-o>o	(('', '111'), ('00', '10'))
->->-[o<]	(('', '111'), ('01', '10'))
<-o>-o>-o	(('', '111'), ('10', '10'))
<-oo>-o	(('', '111'), ('00', '11'))
>>-oo<-o	(('', '111'), ('10', '11'))
>[>+o>]	(('0', ''), ('1000', '10'))
>[<oo>-]	(('0', ''), ('01', '0000'))
>oo[o+]	(('0', ''), ('00', '0001'))
>[>+o<-oo]	(('0', ''), ('01', '0001'))
>[o<-]>o	(('0', ''), ('10', '0010'))
->[o<+]o	(('0', ''), ('10', '0100'))
+>[-o+o<]	(('0', ''), ('01', '0101'))
>[-o+o<]	(('0', ''), ('11', '0101'))
>[<>o<+o]	(('0', ''), ('00', '0110'))
>[>+o<o-]	(('0', ''), ('01', '0110'))
>[[o<]-]	(('0', ''), ('10', '0110'))
>[o+oo]	(('0', ''), ('00', '0111'))
>[<+o]oo	(('0', ''), ('00', '1000'))
->[<+o]oo	(('0', ''), ('10', '1000'))
>o<-ooo	(('0', ''), ('11', '1000'))
>[+o<oo]	(('0', ''), ('00', '1001'))
-[+o>oo]	(('0', ''), ('10', '1001'))
>o<-oo>o	(('0', ''), ('11', '1001'))
-[+o-o>]	(('0', ''), ('10', '1010'))
>[o-o<]	(('0', ''), ('11', '1010'))
>[<+o]>oo	(('0', ''), ('00', '1011'))
>[<o>o+]	(('0', ''), ('10', '1011'))
>[o<-]o	(('0', ''), ('11', '1011'))
>[<+oo]	(('0', ''), ('00', '1100'))
->[<+oo]	(('0', ''), ('10', '1100'))
>[oo-]	(('0', ''), ('11', '1100'))
>[+[o<+]]	(('0', ''), ('00', '1101'))
>[>-o[o<]]	(('0', ''), ('10', '1101'))
>o[o<-]	(('0', ''), ('11', '1101'))
>[+o<+o-]	(('0', ''), ('00', '1110'))
-[+o>+o-]	(('0', ''), ('10', '1110'))
>ooo<-o	(('0', ''), ('11', '1110'))
>[+oo<]	(('0', ''), ('00', '1111'))
-[+oo>]	(('0', ''), ('10', '1111'))
-ooo[o+]	(('0', ''), ('1', '00001'))
-oo[o<-o-]	(('0', ''), ('1', '00010'))
-o[oo+]	(('0', ''), ('1', '00011'))
-[oo<-o-]	(('0', ''), ('1', '00100'))
-o[o+o<+]	(('0', ''), ('1', '00101'))
-[oo<-]>o	(('0', ''), ('1', '00110'))
-[oo+o]	(('0', ''), ('1', '00111'))
-[o<-o-oo]	(('0', ''), ('1', '01000'))
-[o+o<+o]	(('0', ''), ('1', '01001'))
-o[+o-o<+]	(('0', ''), ('1', '01010'))
-[o+o<+]o	(('0', ''), ('1', '01011'))
-[o[<]-o]	(('0', ''), ('1', '01100'))
-[o+o<-o-]	(('0', ''), ('1', '01101'))
-[o>-o<+o]	(('0', ''), ('1', '01110'))
-[o+ooo]	(('0', ''), ('1', '01111'))
-[<-[o>]+]	(('0', ''), ('1', '10000'))
-[+o<+ooo]	(('0', ''), ('1', '10001'))
-[+o-o<+o]	(('0', ''), ('1', '10010'))
-[+o<+oo]o	(('0', ''), ('1', '10011'))
-[+o-o<+]o	(('0', ''), ('1', '10100'))
-[>-o<o+o]	(('0', ''), ('1', '10101'))
-[+o-o<-o-]	(('0', ''), ('1', '10110'))
-[+o<+o]oo	(('0', ''), ('1', '10111'))
-[+[oo-o]]	(('0', ''), ('1', '11000'))
-[>-[o<+]]	(('0', ''), ('1', '11001'))
>>+[<-]o[o>]	(('0', ''), ('1', '11010'))
-[+oo<+o]	(('0', ''), ('1', '11011'))
-[>-oo<+o]	(('0', ''), ('1', '11100'))
-[+o<-oo-o]	(('0', ''), ('1', '11101'))
-[+oo-<+]o	(('0', ''), ('1', '11110'))
-[+oo<+]o	(('0', ''), ('1', '11111'))
>[-oo<]	(('1', ''), ('11', '0000'))
>[-o<-o+]	(('1', ''), ('11', '0001'))
>[-[o<-]]	(('1', ''), ('11', '0010'))
>[<-oo]	(('1', ''), ('11', '0011'))
>[<-o]>oo	(('1', ''), ('11', '0100'))
>[-o<oo]	(('1', ''), ('11', '0110'))
>[<-o]oo	(('1', ''), ('11', '0111'))
>[o-oo]	(('1', ''), ('11', '1000'))
>[>-o<o+]	(('1', ''), ('10', '1001'))
>[<>o<-o]	(('1', ''), ('11', '1001'))
+>[<-o-o]	(('1', ''), ('10', '1010'))
>[>-o<+oo]	(('1', ''), ('10', '1110'))
>oo[o-]	(('1', ''), ('11', '1110'))
>[<oo>+]	(('1', ''), ('10', '1111'))
<+o>>>o	(('', '0'), ('1100', '00'))
>>+o>o	(('', '0'), ('1100', '10'))
<+o>ooo	(('', '0'), ('00', '0000'))
>>+o<ooo	(('', '0'), ('10', '0000'))
<+o>oo>o	(('', '0'), ('01', '0001'))
>>+o<oo<o	(('', '0'), ('10', '0001'))
>->+[o<+]	(('', '0'), ('00', '0010'))
<+o>o>o<o	(('', '0'), ('01', '0010'))
>[o+<-]+o	(('', '0'), ('10', '0010'))
<+o>[-o>o]	(('', '0'), ('11', '0010'))
<+o>o>oo	(('', '0'), ('01', '0011'))
>>+o<o<oo	(('', '0'), ('10', '0011'))
>[<-oo]+o	(('', '0'), ('11', '0011'))
[o+]+o>o	(('', '0'), ('00', '0100'))
<+o>[o<o]	(('', '0'), ('11', '0100'))
>[o<+]+o	(('', '0'), ('00', '0101'))
[o>]+o<o	(('', '0'), ('01', '0101'))
>[o<]+o>o	(('', '0'), ('10', '0101'))
>+>+[o<-]	(('', '0'), ('11', '0101'))
<+o>>[o<]	(('', '0'), ('11', '0110'))
>+o-ooo	(('', '0'), ('10', '1000'))
+>[o<+]<o	(('', '0'), ('11', '1000'))
+o>o[o<]	(('', '0'), ('00', '1001'))
+o-oo>o	(('', '0'), ('01', '1001'))
>+o-oo<o	(('', '0'), ('10', '1001'))
>+o-[o<+]	(('', '0'), ('00', '1010'))
>+[o-o<]	(('', '0'), ('10', '1010'))
+o>[o<o]	(('', '0'), ('00', '1011'))
+o-o>oo	(('', '0'), ('01', '1011'))
>+o-o<oo	(('', '0'), ('10', '1011'))
>[o<-]>+o	(('', '0'), ('11', '1011'))
>+o-[<+o]o	(('', '0'), ('00', '1100'))
+o>o<-oo	(('', '0'), ('01', '1100'))
>+o<o>-oo	(('', '0'), ('10', '1100'))
[oo-]>+o	(('', '0'), ('11', '1100'))
+o-[+o>o]	(('', '0'), ('00', '1101'))
>+[o<o>-]	(('', '0'), ('10', '1101'))
[+ooo<]+o	(('', '0'), ('00', '1110'))
+o>oo<-o	(('', '0'), ('01', '1110'))
[ooo<]+o	(('', '0'), ('10', '1110'))
+o>[<ooo]	(('', '0'), ('00', '1111'))
[oo>]<+o	(('', '0'), ('11', '1111'))
>+o<oooo	(('', '0'), ('0', '00000'))
[<]+o<oooo	(('', '0'), ('1', '00000'))
[oo<+]+o	(('', '0'), ('0', '00001'))
[-oo<-]+o	(('', '0'), ('1', '00001'))
[o<+o]+o>o	(('', '0'), ('0', '00010'))
[<+ooo]+o-o	(('', '0'), ('1', '00010'))
>+o<[oo+]	(('', '0'), ('0', '00011'))
[>+>]+[o<o]	(('', '0'), ('1', '00011'))
[o<+]+o>oo	(('', '0'), ('0', '00100'))
>+o<[>o<o-]	(('', '0'), ('1', '00100'))
>+o<[o+o>]	(('', '0'), ('0', '00101'))
[-o<+o+o]+o	(('', '0'), ('1', '00101'))
[oo+]+o	(('', '0'), ('0', '00110'))
[>+oo<-]+o	(('', '0'), ('1', '00110'))
